	0	1	2	3
448	COG0422	Thiamine biosynthesis	H	Coenzyme transport and metabolism
449	COG0423	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
450	COG0424		Q	Secondary metabolites biosynthesis, transport and catabolism
451	COG0425		J	Translation, ribosomal structure and biogenesis
452	COG0425		H	Coenzyme transport and metabolism
453	COG0425		O	Posttranslational modification, protein turnover, chaperones
454	COG0426		C	Energy production and conversion
455	COG0427		C	Energy production and conversion
456	COG0428		P	Inorganic ion transport and metabolism
457	COG0429		R	General function prediction only
458	COG0430		A	RNA processing and modification
459	COG0431		C	Energy production and conversion
460	COG0432		H	Coenzyme transport and metabolism
461	COG0433		L	Replication, recombination and repair
462	COG0434		M	Cell wall/membrane/envelope biogenesis
463	COG0435		C	Energy production and conversion
464	COG0436	Isoleucine, leucine, valine biosynthesis	E	Amino acid transport and metabolism
465	COG0437		C	Energy production and conversion
466	COG0438		M	Cell wall/membrane/envelope biogenesis
467	COG0439	Fatty acid biosynthesis	I	Lipid transport and metabolism
468	COG0440	Isoleucine, leucine, valine biosynthesis	E	Amino acid transport and metabolism
469	COG0441	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
470	COG0442	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
471	COG0443		O	Posttranslational modification, protein turnover, chaperones
472	COG0444		E	Amino acid transport and metabolism
473	COG0444		P	Inorganic ion transport and metabolism
474	COG0445	tRNA modification	J	Translation, ribosomal structure and biogenesis
475	COG0446		I	Lipid transport and metabolism
476	COG0447	Menaquinone biosynthesis	H	Coenzyme transport and metabolism
477	COG0448		G	Carbohydrate transport and metabolism
478	COG0449		M	Cell wall/membrane/envelope biogenesis
479	COG0450		V	Defense mechanisms
480	COG0451		M	Cell wall/membrane/envelope biogenesis
481	COG0452	Pantothenate/CoA biosynthesis	H	Coenzyme transport and metabolism
482	COG0454		K	Transcription
483	COG0454		R	General function prediction only
484	COG0455		D	Cell cycle control, cell division, chromosome partitioning
485	COG0455		N	Cell motility
486	COG0456		J	Translation, ribosomal structure and biogenesis
487	COG0457		R	General function prediction only
488	COG0458	Arginine biosynthesis	E	Amino acid transport and metabolism
489	COG0458	Arginine biosynthesis	F	Nucleotide transport and metabolism
490	COG0459		O	Posttranslational modification, protein turnover, chaperones
491	COG0460	Methionine biosynthesis	E	Amino acid transport and metabolism
492	COG0461	Pyrimidine biosynthesis	F	Nucleotide transport and metabolism
493	COG0462	Histidine biosynthesis, Purine biosynthesis	F	Nucleotide transport and metabolism
494	COG0463		M	Cell wall/membrane/envelope biogenesis
495	COG0464		M	Cell wall/membrane/envelope biogenesis
496	COG0464		D	Cell cycle control, cell division, chromosome partitioning
497	COG0464		T	Signal transduction mechanisms
498	COG0465		O	Posttranslational modification, protein turnover, chaperones
499	COG0466		O	Posttranslational modification, protein turnover, chaperones
500	COG0467		T	Signal transduction mechanisms
501	COG0468		L	Replication, recombination and repair
502	COG0469	Glycolysis	G	Carbohydrate transport and metabolism
503	COG0470		L	Replication, recombination and repair
504	COG0471		G	Carbohydrate transport and metabolism
505	COG0472	Mureine biosynthesis	M	Cell wall/membrane/envelope biogenesis
506	COG0473	TCA cycle	C	Energy production and conversion
507	COG0473	TCA cycle	E	Amino acid transport and metabolism
508	COG0474		P	Inorganic ion transport and metabolism
509	COG0475		P	Inorganic ion transport and metabolism
510	COG0476	Molybdopterin biosynthesis	H	Coenzyme transport and metabolism
511	COG0477		G	Carbohydrate transport and metabolism
512	COG0477		E	Amino acid transport and metabolism
513	COG0477		P	Inorganic ion transport and metabolism
514	COG0477		R	General function prediction only
515	COG0478		T	Signal transduction mechanisms
516	COG0479	TCA cycle	C	Energy production and conversion
517	COG0480	Translation factors	J	Translation, ribosomal structure and biogenesis
518	COG0481		J	Translation, ribosomal structure and biogenesis
519	COG0482	tRNA modification	J	Translation, ribosomal structure and biogenesis
520	COG0483	Gluconeogenesis	G	Carbohydrate transport and metabolism
521	COG0484		O	Posttranslational modification, protein turnover, chaperones
522	COG0486	tRNA modification	J	Translation, ribosomal structure and biogenesis
523	COG0488		R	General function prediction only
524	COG0489		D	Cell cycle control, cell division, chromosome partitioning
525	COG0490		P	Inorganic ion transport and metabolism
526	COG0490		T	Signal transduction mechanisms
527	COG0491		R	General function prediction only
528	COG0492		O	Posttranslational modification, protein turnover, chaperones
529	COG0493	Glutamine biosynthesis	E	Amino acid transport and metabolism
530	COG0493	Glutamine biosynthesis	R	General function prediction only
531	COG0494		V	Defense mechanisms
532	COG0495	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
533	COG0496		L	Replication, recombination and repair
534	COG0497		L	Replication, recombination and repair
535	COG0498	Threonine biosynthesis	E	Amino acid transport and metabolism
536	COG0499		H	Coenzyme transport and metabolism
537	COG0500		Q	Secondary metabolites biosynthesis, transport and catabolism
538	COG0500		R	General function prediction only
539	COG0501		O	Posttranslational modification, protein turnover, chaperones
540	COG0502	Biotin biosynthesis	H	Coenzyme transport and metabolism
541	COG0503	Purine salvage	F	Nucleotide transport and metabolism
542	COG0504	Pyrimidine biosynthesis	F	Nucleotide transport and metabolism
543	COG0505	Arginine biosynthesis	E	Amino acid transport and metabolism
544	COG0505	Arginine biosynthesis	F	Nucleotide transport and metabolism
545	COG0506	Proline degradation	E	Amino acid transport and metabolism
546	COG0507		L	Replication, recombination and repair
547	COG0508	Pyruvate oxidation	C	Energy production and conversion
548	COG0509	Glycine cleavage	E	Amino acid transport and metabolism
549	COG0510		H	Coenzyme transport and metabolism
550	COG0511	Fatty acid biosynthesis	I	Lipid transport and metabolism
551	COG0512	Aromatic amino acid biosynthesis	E	Amino acid transport and metabolism
552	COG0512	Aromatic amino acid biosynthesis	H	Coenzyme transport and metabolism
553	COG0513		L	Replication, recombination and repair
554	COG0514		L	Replication, recombination and repair
555	COG0515		T	Signal transduction mechanisms
556	COG0516	Purine biosynthesis	F	Nucleotide transport and metabolism
557	COG0517		T	Signal transduction mechanisms
558	COG0518	Purine biosynthesis	F	Nucleotide transport and metabolism
559	COG0519	Purine biosynthesis	F	Nucleotide transport and metabolism
560	COG0520		E	Amino acid transport and metabolism
561	COG0521	Molybdopterin biosynthesis	H	Coenzyme transport and metabolism
562	COG0522	Ribosome 30S subunit	J	Translation, ribosomal structure and biogenesis
563	COG0523		R	General function prediction only
564	COG0524	Glycolysis	G	Carbohydrate transport and metabolism
565	COG0525	Aminoacyl-tRNA synthetases	J	Translation, ribosomal structure and biogenesis
566	COG0526		O	Posttranslational modification, protein turnover, chaperones
567	COG0527	Lysine biosynthesis	E	Amino acid transport and metabolism
568	COG0528	Pyrimidine biosynthesis	F	Nucleotide transport and metabolism
569	COG0529	Cysteine biosynthesis	P	Inorganic ion transport and metabolism
570	COG0530		P	Inorganic ion transport and metabolism
571	COG0531		E	Amino acid transport and metabolism
572	COG0532	Translation factors	J	Translation, ribosomal structure and biogenesis
573	COG0533	tRNA modification	J	Translation, ribosomal structure and biogenesis
574	COG0534		V	Defense mechanisms
575	COG0535		D	Cell cycle control, cell division, chromosome partitioning
576	COG0535		H	Coenzyme transport and metabolism
577	COG0536		D	Cell cycle control, cell division, chromosome partitioning
578	COG0536		L	Replication, recombination and repair
579	COG0537		F	Nucleotide transport and metabolism
580	COG0537		R	General function prediction only
581	COG0538	TCA cycle	C	Energy production and conversion
582	COG0539	Ribosome 30S subunit	J	Translation, ribosomal structure and biogenesis
583	COG0540	Pyrimidine biosynthesis	F	Nucleotide transport and metabolism
584	COG0541		U	Intracellular trafficking, secretion, and vesicular transport
585	COG0542		O	Posttranslational modification, protein turnover, chaperones
586	COG0543		H	Coenzyme transport and metabolism
587	COG0543		C	Energy production and conversion
588	COG0544		O	Posttranslational modification, protein turnover, chaperones
589	COG0545		O	Posttranslational modification, protein turnover, chaperones
590	COG0546		C	Energy production and conversion
591	COG0547	Aromatic amino acid biosynthesis	E	Amino acid transport and metabolism
592	COG0548	Arginine biosynthesis	E	Amino acid transport and metabolism
593	COG0549		E	Amino acid transport and metabolism
594	COG0550		L	Replication, recombination and repair
595	COG0551		L	Replication, recombination and repair
596	COG0552		U	Intracellular trafficking, secretion, and vesicular transport
597	COG0553		K	Transcription
598	COG0553		L	Replication, recombination and repair
599	COG0554		C	Energy production and conversion
600	COG0555		P	Inorganic ion transport and metabolism
601	COG0556		L	Replication, recombination and repair
602	COG0557		K	Transcription
603	COG0558	Phospholipid biosynthesis	I	Lipid transport and metabolism
604	COG0559		E	Amino acid transport and metabolism
605	COG0560	Serine biosynthesis	E	Amino acid transport and metabolism
606	COG0561		H	Coenzyme transport and metabolism
607	COG0561		R	General function prediction only
608	COG0562		M	Cell wall/membrane/envelope biogenesis
609	COG0563	Pyrimidine biosynthesis	F	Nucleotide transport and metabolism
610	COG0564	23S rRNA modification	J	Translation, ribosomal structure and biogenesis
611	COG0565	tRNA modification	J	Translation, ribosomal structure and biogenesis
612	COG0566	tRNA modification	J	Translation, ribosomal structure and biogenesis
613	COG0567	TCA cycle	C	Energy production and conversion
614	COG0568	RNA polymerase	K	Transcription
615	COG0569		P	Inorganic ion transport and metabolism
616	COG0569		T	Signal transduction mechanisms
617	COG0571		K	Transcription
618	COG0572	Pyrimidine salvage	F	Nucleotide transport and metabolism
619	COG0573		P	Inorganic ion transport and metabolism
620	COG0574	Gluconeogenesis	G	Carbohydrate transport and metabolism
621	COG0575	Phospholipid biosynthesis	I	Lipid transport and metabolism
622	COG0576		O	Posttranslational modification, protein turnover, chaperones
623	COG0577		V	Defense mechanisms
624	COG0578	Isoprenoid biosynthesis	C	Energy production and conversion
625	COG0579		G	Carbohydrate transport and metabolism
626	COG0580		G	Carbohydrate transport and metabolism
627	COG0581		P	Inorganic ion transport and metabolism
628	COG0582		L	Replication, recombination and repair
629	COG0582		X	Mobilome: prophages, transposons
630	COG0583		K	Transcription
631	COG0584		I	Lipid transport and metabolism
632	COG0585	tRNA modification	J	Translation, ribosomal structure and biogenesis
633	COG0586		M	Cell wall/membrane/envelope biogenesis
634	COG0587		L	Replication, recombination and repair
635	COG0588	Glycolysis	G	Carbohydrate transport and metabolism
636	COG0589		T	Signal transduction mechanisms
637	COG0590	Pyrimidine salvagetRNA modification	J	Translation, ribosomal structure and biogenesis
638	COG0591		E	Amino acid transport and metabolism
639	COG0592		L	Replication, recombination and repair
640	COG0593		L	Replication, recombination and repair
641	COG0594		J	Translation, ribosomal structure and biogenesis
642	COG0595		J	Translation, ribosomal structure and biogenesis
643	COG0596	Menaquinone biosynthesis	H	Coenzyme transport and metabolism
644	COG0596	Menaquinone biosynthesis	R	General function prediction only
645	COG0597		M	Cell wall/membrane/envelope biogenesis
646	COG0597		U	Intracellular trafficking, secretion, and vesicular transport
647	COG0598		P	Inorganic ion transport and metabolism
648	COG0599		R	General function prediction only
649	COG0600		P	Inorganic ion transport and metabolism
650	COG0601		E	Amino acid transport and metabolism
651	COG0601		P	Inorganic ion transport and metabolism
652	COG0602	tRNA modification	H	Coenzyme transport and metabolism
653	COG0603	tRNA modification	J	Translation, ribosomal structure and biogenesis
654	COG0604		C	Energy production and conversion
655	COG0604		R	General function prediction only
656	COG0605		P	Inorganic ion transport and metabolism
657	COG0606		O	Posttranslational modification, protein turnover, chaperones
658	COG0607	Urea cycle	P	Inorganic ion transport and metabolism
659	COG0608		L	Replication, recombination and repair
660	COG0609		P	Inorganic ion transport and metabolism
661	COG0610		V	Defense mechanisms
662	COG0611	Thiamine biosynthesis	H	Coenzyme transport and metabolism
663	COG0612		R	General function prediction only
664	COG0613		F	Nucleotide transport and metabolism
665	COG0614		P	Inorganic ion transport and metabolism
666	COG0615	Riboflavin/FAD biosynthesis	M	Cell wall/membrane/envelope biogenesis
667	COG0616		O	Posttranslational modification, protein turnover, chaperones
668	COG0617	tRNA modification	J	Translation, ribosomal structure and biogenesis
669	COG0618		F	Nucleotide transport and metabolism
670	COG0618		T	Signal transduction mechanisms
671	COG0619		H	Coenzyme transport and metabolism
672	COG0620	Methionine biosynthesis	E	Amino acid transport and metabolism
673	COG0621	tRNA modification	J	Translation, ribosomal structure and biogenesis
674	COG0622		R	General function prediction only
675	COG0623	Fatty acid biosynthesis	I	Lipid transport and metabolism
676	COG0624	Arginine biosynthesis	E	Amino acid transport and metabolism
677	COG0625		O	Posttranslational modification, protein turnover, chaperones
678	COG0626	Methionine biosynthesis	E	Amino acid transport and metabolism
679	COG0627		V	Defense mechanisms
680	COG0628		R	General function prediction only
681	COG0629		L	Replication, recombination and repair
682	COG0630		N	Cell motility
683	COG0630		U	Intracellular trafficking, secretion, and vesicular transport
684	COG0631		T	Signal transduction mechanisms
